"ITTER107","Territorio","TIPO_DATO_FOL","Tipo dato","SEXISTAT1","Sesso","ETA1","Classe di età","CITTADINANZA","Cittadinanza","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITE","Centro","ACT_R","tasso di attività ","9","totale","Y25-34","25-34 anni","TOTAL","totale","2014-Q2","T2-2014",76.730324,,
"ITE","Centro","ACT_R","tasso di attività ","9","totale","Y25-34","25-34 anni","TOTAL","totale","2014-Q1","T1-2014",80.537702,,
"ITE","Centro","ACT_R","tasso di attività ","9","totale","Y25-34","25-34 anni","TOTAL","totale","2014-Q4","T4-2014",80.854555,,
"ITE","Centro","ACT_R","tasso di attività ","9","totale","Y25-34","25-34 anni","TOTAL","totale","2014-Q3","T3-2014",76.150218,,
"ITE","Centro","ACT_R","tasso di attività ","9","totale","Y25-34","25-34 anni","TOTAL","totale","2015","2015",77.330766,,
"ITE","Centro","ACT_R","tasso di attività ","9","totale","Y25-34","25-34 anni","TOTAL","totale","2015-Q1","T1-2015",78.695186,,
"ITE","Centro","ACT_R","tasso di attività ","9","totale","Y25-34","25-34 anni","TOTAL","totale","2015-Q2","T2-2015",76.605931,,
"ITE","Centro","ACT_R","tasso di attività ","9","totale","Y25-34","25-34 anni","TOTAL","totale","2015-Q4","T4-2015",78.171042,,
"ITE","Centro","ACT_R","tasso di attività ","9","totale","Y25-34","25-34 anni","TOTAL","totale","2015-Q3","T3-2015",75.850506,,
"ITE","Centro","ACT_R","tasso di attività ","9","totale","Y25-34","25-34 anni","TOTAL","totale","2016","2016",77.591248,,
"ITE","Centro","ACT_R","tasso di attività ","9","totale","Y25-34","25-34 anni","TOTAL","totale","2016-Q2","T2-2016",76.909447,,
"ITE","Centro","ACT_R","tasso di attività ","9","totale","Y25-34","25-34 anni","TOTAL","totale","2016-Q1","T1-2016",76.961787,,
"ITE","Centro","ACT_R","tasso di attività ","9","totale","Y25-34","25-34 anni","TOTAL","totale","2016-Q4","T4-2016",78.501061,,
"ITE","Centro","ACT_R","tasso di attività ","9","totale","Y25-34","25-34 anni","TOTAL","totale","2016-Q3","T3-2016",78.003347,,
"ITE","Centro","ACT_R","tasso di attività ","9","totale","Y25-34","25-34 anni","TOTAL","totale","2017","2017",77.958046,,
"ITE","Centro","ACT_R","tasso di attività ","9","totale","Y25-34","25-34 anni","TOTAL","totale","2017-Q1","T1-2017",78.159992,,
"ITE","Centro","ACT_R","tasso di attività ","9","totale","Y25-34","25-34 anni","TOTAL","totale","2017-Q2","T2-2017",77.951879,,
"ITE","Centro","ACT_R","tasso di attività ","9","totale","Y25-34","25-34 anni","TOTAL","totale","2017-Q4","T4-2017",77.831544,,
"ITE","Centro","ACT_R","tasso di attività ","9","totale","Y25-34","25-34 anni","TOTAL","totale","2017-Q3","T3-2017",77.887302,,
"ITE","Centro","ACT_R","tasso di attività ","9","totale","Y25-34","25-34 anni","TOTAL","totale","2018","2018",76.82417,,
"ITE","Centro","ACT_R","tasso di attività ","9","totale","Y25-34","25-34 anni","TOTAL","totale","2018-Q2","T2-2018",78.700733,,
"ITE","Centro","ACT_R","tasso di attività ","9","totale","Y25-34","25-34 anni","TOTAL","totale","2018-Q1","T1-2018",77.385657,,
"ITE","Centro","ACT_R","tasso di attività ","9","totale","Y25-34","25-34 anni","TOTAL","totale","2018-Q4","T4-2018",76.157536,,
"ITE","Centro","ACT_R","tasso di attività ","9","totale","Y25-34","25-34 anni","TOTAL","totale","2018-Q3","T3-2018",75.03545,,
"ITE","Centro","ACT_R","tasso di attività ","9","totale","Y25-34","25-34 anni","TOTAL","totale","2019","2019",77.085265,,
"ITE","Centro","ACT_R","tasso di attività ","9","totale","Y25-34","25-34 anni","TOTAL","totale","2019-Q1","T1-2019",78.124938,,
"ITE","Centro","ACT_R","tasso di attività ","9","totale","Y25-34","25-34 anni","TOTAL","totale","2019-Q2","T2-2019",77.131302,,
"ITE","Centro","ACT_R","tasso di attività ","9","totale","Y25-34","25-34 anni","TOTAL","totale","2019-Q4","T4-2019",77.579029,,
"ITE","Centro","ACT_R","tasso di attività ","9","totale","Y25-34","25-34 anni","TOTAL","totale","2019-Q3","T3-2019",75.496255,,
"ITE","Centro","ACT_R","tasso di attività ","9","totale","Y25-34","25-34 anni","TOTAL","totale","2020","2020",74.687402,,
"ITE","Centro","ACT_R","tasso di attività ","9","totale","Y25-34","25-34 anni","TOTAL","totale","2020-Q2","T2-2020",71.226881,,
"ITE","Centro","ACT_R","tasso di attività ","9","totale","Y25-34","25-34 anni","TOTAL","totale","2020-Q1","T1-2020",76.480845,,
"ITE","Centro","ACT_R","tasso di attività ","9","totale","Y25-34","25-34 anni","TOTAL","totale","2020-Q3","T3-2020",75.303986,,
"ITE","Centro","ACT_R","tasso di attività ","9","totale","Y25-34","25-34 anni","TOTAL","totale","2020-Q4","T4-2020",75.74868,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","1992-Q4","T4-1992",96.893769,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","1993","1993",96.903894,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","1993-Q1","T1-1993",96.885328,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","1993-Q2","T2-1993",96.799168,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","1993-Q4","T4-1993",96.967651,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","1993-Q3","T3-1993",96.963707,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","1994","1994",96.531511,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","1994-Q2","T2-1994",96.653914,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","1994-Q1","T1-1994",96.469513,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","1994-Q4","T4-1994",96.355212,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","1994-Q3","T3-1994",96.647764,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","1995","1995",96.466495,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","1995-Q1","T1-1995",96.319274,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","1995-Q2","T2-1995",96.479238,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","1995-Q4","T4-1995",96.365696,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","1995-Q3","T3-1995",96.701573,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","1996","1996",96.459476,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","1996-Q2","T2-1996",96.484191,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","1996-Q1","T1-1996",96.088861,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","1996-Q4","T4-1996",96.627457,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","1996-Q3","T3-1996",96.634703,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","1997","1997",96.239112,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","1997-Q1","T1-1997",96.0783,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","1997-Q2","T2-1997",96.355016,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","1997-Q4","T4-1997",96.319295,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","1997-Q3","T3-1997",96.20268,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","1998","1998",96.70213,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","1998-Q2","T2-1998",96.993353,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","1998-Q1","T1-1998",96.452488,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","1998-Q4","T4-1998",96.625882,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","1998-Q3","T3-1998",96.736359,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","1999","1999",96.634675,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","1999-Q1","T1-1999",96.662798,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","1999-Q2","T2-1999",96.609404,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","1999-Q4","T4-1999",96.692803,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","1999-Q3","T3-1999",96.573499,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2000","2000",96.405725,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2000-Q2","T2-2000",96.344924,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2000-Q1","T1-2000",96.177131,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2000-Q4","T4-2000",96.52286,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2000-Q3","T3-2000",96.574563,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2001","2001",96.332338,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2001-Q1","T1-2001",96.370761,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2001-Q2","T2-2001",96.242769,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2001-Q4","T4-2001",96.262326,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2001-Q3","T3-2001",96.453796,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2002","2002",96.033044,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2002-Q2","T2-2002",95.959547,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2002-Q1","T1-2002",96.096525,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2002-Q4","T4-2002",96.05129,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2002-Q3","T3-2002",96.024813,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2003","2003",95.612056,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2003-Q1","T1-2003",95.353647,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2003-Q2","T2-2003",95.955508,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2003-Q4","T4-2003",95.487934,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2003-Q3","T3-2003",95.650953,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2004","2004",95.406177,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2004-Q2","T2-2004",95.720778,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2004-Q1","T1-2004",95.164889,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2004-Q4","T4-2004",95.338626,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2004-Q3","T3-2004",95.399788,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2005","2005",94.894253,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2005-Q1","T1-2005",95.024712,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2005-Q2","T2-2005",94.951148,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2005-Q4","T4-2005",95.10762,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2005-Q3","T3-2005",94.49414,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2006","2006",94.600339,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2006-Q2","T2-2006",95.117112,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2006-Q1","T1-2006",94.671787,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2006-Q4","T4-2006",94.456829,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2006-Q3","T3-2006",94.157375,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2007","2007",94.142436,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2007-Q1","T1-2007",94.004863,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2007-Q2","T2-2007",94.354257,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2007-Q4","T4-2007",94.228775,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2007-Q3","T3-2007",93.981491,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2008","2008",93.854637,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2008-Q2","T2-2008",94.187855,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2008-Q1","T1-2008",93.570804,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2008-Q4","T4-2008",93.901717,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2008-Q3","T3-2008",93.757482,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2009","2009",92.962998,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2009-Q1","T1-2009",93.030562,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2009-Q2","T2-2009",93.234547,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2009-Q4","T4-2009",92.662741,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2009-Q3","T3-2009",92.92355,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2010","2010",92.487746,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2010-Q2","T2-2010",92.852298,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2010-Q1","T1-2010",92.705634,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2010-Q4","T4-2010",92.389857,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2010-Q3","T3-2010",92.001689,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2011","2011",92.309284,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2011-Q1","T1-2011",92.204966,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2011-Q2","T2-2011",92.688427,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2011-Q4","T4-2011",92.122805,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2011-Q3","T3-2011",92.21973,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2012","2012",92.358421,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2012-Q2","T2-2012",92.63229,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2012-Q1","T1-2012",92.419876,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2012-Q4","T4-2012",92.415989,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2012-Q3","T3-2012",91.964941,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2013","2013",91.48929,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2013-Q1","T1-2013",92.120286,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2013-Q2","T2-2013",91.719634,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2013-Q4","T4-2013",91.167735,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2013-Q3","T3-2013",90.945096,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2014","2014",90.911895,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2014-Q2","T2-2014",91.064784,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2014-Q1","T1-2014",91.376589,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2014-Q4","T4-2014",90.96538,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2014-Q3","T3-2014",90.236147,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2015","2015",91.009456,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2015-Q1","T1-2015",90.782883,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2015-Q2","T2-2015",91.235788,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2015-Q4","T4-2015",91.046827,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2015-Q3","T3-2015",90.973588,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2016","2016",91.241552,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2016-Q2","T2-2016",91.566964,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2016-Q1","T1-2016",90.676267,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2016-Q4","T4-2016",91.727395,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2016-Q3","T3-2016",91.003879,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2017","2017",91.651482,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2017-Q1","T1-2017",91.637114,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2017-Q2","T2-2017",91.862598,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2017-Q4","T4-2017",91.151579,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2017-Q3","T3-2017",91.949777,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2018","2018",91.265597,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2018-Q2","T2-2018",91.849067,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2018-Q1","T1-2018",90.378475,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2018-Q4","T4-2018",91.533757,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2018-Q3","T3-2018",91.311972,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2019","2019",91.570309,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2019-Q1","T1-2019",91.275888,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2019-Q2","T2-2019",91.79635,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2019-Q4","T4-2019",91.247525,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2019-Q3","T3-2019",91.962048,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2020","2020",90.189137,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2020-Q2","T2-2020",88.847144,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2020-Q1","T1-2020",90.663475,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2020-Q3","T3-2020",90.765806,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y35-44","35-44 anni","TOTAL","totale","2020-Q4","T4-2020",90.484597,,
"IT","Italia","ACT_R","tasso di attività ","2","femmine","Y35-44","35-44 anni","TOTAL","totale","1992-Q4","T4-1992",58.658792,,
"IT","Italia","ACT_R","tasso di attività ","2","femmine","Y35-44","35-44 anni","TOTAL","totale","1993","1993",58.216012,,
"IT","Italia","ACT_R","tasso di attività ","2","femmine","Y35-44","35-44 anni","TOTAL","totale","1993-Q1","T1-1993",57.446362,,
"IT","Italia","ACT_R","tasso di attività ","2","femmine","Y35-44","35-44 anni","TOTAL","totale","1993-Q2","T2-1993",57.834709,,
"IT","Italia","ACT_R","tasso di attività ","2","femmine","Y35-44","35-44 anni","TOTAL","totale","1993-Q4","T4-1993",58.854314,,
"IT","Italia","ACT_R","tasso di attività ","2","femmine","Y35-44","35-44 anni","TOTAL","totale","1993-Q3","T3-1993",58.732097,,
"IT","Italia","ACT_R","tasso di attività ","2","femmine","Y35-44","35-44 anni","TOTAL","totale","1994","1994",58.944045,,
"IT","Italia","ACT_R","tasso di attività ","2","femmine","Y35-44","35-44 anni","TOTAL","totale","1994-Q2","T2-1994",59.529724,,
"IT","Italia","ACT_R","tasso di attività ","2","femmine","Y35-44","35-44 anni","TOTAL","totale","1994-Q1","T1-1994",58.401501,,
"IT","Italia","ACT_R","tasso di attività ","2","femmine","Y35-44","35-44 anni","TOTAL","totale","1994-Q4","T4-1994",58.684616,,
"IT","Italia","ACT_R","tasso di attività ","2","femmine","Y35-44","35-44 anni","TOTAL","totale","1994-Q3","T3-1994",59.161398,,
"IT","Italia","ACT_R","tasso di attività ","2","femmine","Y35-44","35-44 anni","TOTAL","totale","1995","1995",59.246801,,
"IT","Italia","ACT_R","tasso di attività ","2","femmine","Y35-44","35-44 anni","TOTAL","totale","1995-Q1","T1-1995",58.206408,,
"IT","Italia","ACT_R","tasso di attività ","2","femmine","Y35-44","35-44 anni","TOTAL","totale","1995-Q2","T2-1995",59.51185,,
"IT","Italia","ACT_R","tasso di attività ","2","femmine","Y35-44","35-44 anni","TOTAL","totale","1995-Q4","T4-1995",59.42004,,
"IT","Italia","ACT_R","tasso di attività ","2","femmine","Y35-44","35-44 anni","TOTAL","totale","1995-Q3","T3-1995",59.846082,,
"IT","Italia","ACT_R","tasso di attività ","2","femmine","Y35-44","35-44 anni","TOTAL","totale","1996","1996",60.430279,,
"IT","Italia","ACT_R","tasso di attività ","2","femmine","Y35-44","35-44 anni","TOTAL","totale","1996-Q2","T2-1996",60.596864,,
"IT","Italia","ACT_R","tasso di attività ","2","femmine","Y35-44","35-44 anni","TOTAL","totale","1996-Q1","T1-1996",59.64018,,
"IT","Italia","ACT_R","tasso di attività ","2","femmine","Y35-44","35-44 anni","TOTAL","totale","1996-Q4","T4-1996",60.624185,,
"IT","Italia","ACT_R","tasso di attività ","2","femmine","Y35-44","35-44 anni","TOTAL","totale","1996-Q3","T3-1996",60.855268,,
"IT","Italia","ACT_R","tasso di attività ","2","femmine","Y35-44","35-44 anni","TOTAL","totale","1997","1997",60.830082,,
"IT","Italia","ACT_R","tasso di attività ","2","femmine","Y35-44","35-44 anni","TOTAL","totale","1997-Q1","T1-1997",60.045677,,
"IT","Italia","ACT_R","tasso di attività ","2","femmine","Y35-44","35-44 anni","TOTAL","totale","1997-Q2","T2-1997",61.23902,,
"IT","Italia","ACT_R","tasso di attività ","2","femmine","Y35-44","35-44 anni","TOTAL","totale","1997-Q4","T4-1997",61.20874,,
"IT","Italia","ACT_R","tasso di attività ","2","femmine","Y35-44","35-44 anni","TOTAL","totale","1997-Q3","T3-1997",60.820647,,
"IT","Italia","ACT_R","tasso di attività ","2","femmine","Y35-44","35-44 anni","TOTAL","totale","1998","1998",62.35888,,
