"ITTER107","Territorio","TIPO_DATO_FOL","Tipo dato","SEXISTAT1","Sesso","ETA1","Classe di età","CITTADINANZA","Cittadinanza","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1977","1977",49.559946,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1977-Q1","T1-1977",49.395515,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1977-Q2","T2-1977",49.426494,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1977-Q4","T4-1977",49.696066,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1977-Q3","T3-1977",49.719618,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1978","1978",49.091947,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1978-Q2","T2-1978",48.537717,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1978-Q1","T1-1978",48.950862,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1978-Q4","T4-1978",49.413618,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1978-Q3","T3-1978",49.468854,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1979","1979",50.47307,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1979-Q1","T1-1979",50.403928,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1979-Q2","T2-1979",49.844966,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1979-Q4","T4-1979",50.953679,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1979-Q3","T3-1979",50.693977,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1980","1980",50.409619,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1980-Q2","T2-1980",49.959952,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1980-Q1","T1-1980",49.936665,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1980-Q4","T4-1980",50.55373,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1980-Q3","T3-1980",51.201549,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1981","1981",50.92572,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1981-Q1","T1-1981",50.319848,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1981-Q2","T2-1981",50.569977,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1981-Q4","T4-1981",51.71656,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1981-Q3","T3-1981",51.087467,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1982","1982",50.577515,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1982-Q2","T2-1982",50.912175,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1982-Q1","T1-1982",51.063468,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1982-Q4","T4-1982",49.883726,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1982-Q3","T3-1982",50.460756,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1983","1983",51.061976,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1983-Q1","T1-1983",49.9818,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1983-Q2","T2-1983",51.245738,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1983-Q4","T4-1983",51.676301,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1983-Q3","T3-1983",51.335283,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1984","1984",50.795952,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1984-Q2","T2-1984",50.417838,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1984-Q1","T1-1984",50.875762,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1984-Q4","T4-1984",50.923142,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1984-Q3","T3-1984",50.971773,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1985","1985",50.748035,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1985-Q1","T1-1985",49.977941,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1985-Q2","T2-1985",50.875011,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1985-Q4","T4-1985",51.100537,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1985-Q3","T3-1985",51.042975,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1986","1986",51.671162,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1986-Q2","T2-1986",51.584589,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1986-Q1","T1-1986",51.575515,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1986-Q4","T4-1986",52.182003,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1986-Q3","T3-1986",51.339805,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1987","1987",51.606505,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1987-Q1","T1-1987",51.221271,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1987-Q2","T2-1987",51.621883,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1987-Q4","T4-1987",51.574908,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1987-Q3","T3-1987",52.012618,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1988","1988",50.647996,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1988-Q2","T2-1988",50.877635,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1988-Q1","T1-1988",50.301701,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1988-Q4","T4-1988",50.279949,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1988-Q3","T3-1988",51.140437,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1989","1989",50.064767,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1989-Q1","T1-1989",49.811186,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1989-Q2","T2-1989",49.926505,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1989-Q4","T4-1989",50.396171,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1989-Q3","T3-1989",50.127907,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1990","1990",48.83347,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1990-Q2","T2-1990",48.947047,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1990-Q1","T1-1990",48.539975,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1990-Q4","T4-1990",48.967074,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1990-Q3","T3-1990",48.880879,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1991","1991",47.365516,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1991-Q1","T1-1991",46.825729,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1991-Q2","T2-1991",47.480212,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1991-Q4","T4-1991",47.768004,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1991-Q3","T3-1991",47.387528,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1992","1992",45.876899,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1992-Q2","T2-1992",45.524448,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1992-Q1","T1-1992",45.126127,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1992-Q4","T4-1992",47.333268,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1992-Q3","T3-1992",45.519963,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1993","1993",46.364113,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1993-Q1","T1-1993",44.988201,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1993-Q2","T2-1993",46.673689,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1993-Q4","T4-1993",46.059121,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1993-Q3","T3-1993",47.747901,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1994","1994",45.215163,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1994-Q2","T2-1994",44.892193,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1994-Q1","T1-1994",44.933005,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1994-Q4","T4-1994",45.48153,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1994-Q3","T3-1994",45.562766,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1995","1995",44.656891,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1995-Q1","T1-1995",43.997938,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1995-Q2","T2-1995",44.943631,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1995-Q4","T4-1995",44.508401,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1995-Q3","T3-1995",45.184607,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1996","1996",44.384851,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1996-Q2","T2-1996",44.872507,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1996-Q1","T1-1996",43.92784,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1996-Q4","T4-1996",43.671403,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1996-Q3","T3-1996",45.064692,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1997","1997",44.537142,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1997-Q1","T1-1997",44.277685,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1997-Q2","T2-1997",44.385119,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1997-Q4","T4-1997",44.297555,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1997-Q3","T3-1997",45.191893,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1998","1998",45.448667,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1998-Q2","T2-1998",45.605857,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1998-Q1","T1-1998",43.901106,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1998-Q4","T4-1998",45.66914,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1998-Q3","T3-1998",46.645541,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1999","1999",44.719909,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1999-Q1","T1-1999",44.517146,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1999-Q2","T2-1999",44.405353,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1999-Q4","T4-1999",44.245703,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","1999-Q3","T3-1999",45.713546,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2000","2000",44.800448,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2000-Q2","T2-2000",44.498815,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2000-Q1","T1-2000",43.943487,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2000-Q4","T4-2000",45.213428,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2000-Q3","T3-2000",45.566393,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2001","2001",43.654535,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2001-Q1","T1-2001",43.121125,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2001-Q2","T2-2001",42.9743,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2001-Q4","T4-2001",43.89887,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2001-Q3","T3-2001",44.638949,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2002","2002",43.478981,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2002-Q2","T2-2002",43.243993,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2002-Q1","T1-2002",42.556798,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2002-Q4","T4-2002",43.056807,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2002-Q3","T3-2002",45.068491,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2003","2003",41.834872,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2003-Q1","T1-2003",40.717045,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2003-Q2","T2-2003",44.022049,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2003-Q4","T4-2003",40.503979,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2003-Q3","T3-2003",42.097048,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2004","2004",39.446282,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2004-Q2","T2-2004",40.108979,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2004-Q1","T1-2004",39.726247,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2004-Q4","T4-2004",38.485883,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2004-Q3","T3-2004",39.45873,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2005","2005",38.229288,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2005-Q1","T1-2005",38.899952,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2005-Q2","T2-2005",39.055891,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2005-Q4","T4-2005",37.184603,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2005-Q3","T3-2005",37.769203,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2006","2006",37.605958,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2006-Q2","T2-2006",38.305512,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2006-Q1","T1-2006",38.351447,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2006-Q4","T4-2006",36.455225,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2006-Q3","T3-2006",37.306056,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2007","2007",35.988497,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2007-Q1","T1-2007",35.204955,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2007-Q2","T2-2007",36.377152,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2007-Q4","T4-2007",35.361657,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2007-Q3","T3-2007",37.011444,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2008","2008",35.742019,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2008-Q2","T2-2008",37.129381,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2008-Q1","T1-2008",35.012398,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2008-Q4","T4-2008",34.414313,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2008-Q3","T3-2008",36.413727,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2009","2009",33.790473,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2009-Q1","T1-2009",33.802086,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2009-Q2","T2-2009",32.790247,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2009-Q4","T4-2009",33.848325,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2009-Q3","T3-2009",34.720723,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2010","2010",32.819359,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2010-Q2","T2-2010",32.942633,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2010-Q1","T1-2010",34.181709,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2010-Q4","T4-2010",32.805471,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2010-Q3","T3-2010",31.348611,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2011","2011",31.220581,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2011-Q1","T1-2011",32.313202,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2011-Q2","T2-2011",29.697822,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2011-Q4","T4-2011",32.324903,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2011-Q3","T3-2011",30.545757,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2012","2012",32.88751,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2012-Q2","T2-2012",33.227968,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2012-Q1","T1-2012",33.262134,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2012-Q4","T4-2012",32.344514,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2012-Q3","T3-2012",32.716711,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2013","2013",30.687151,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2013-Q1","T1-2013",31.075472,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2013-Q2","T2-2013",30.564796,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2013-Q4","T4-2013",30.606862,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2013-Q3","T3-2013",30.501291,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2014","2014",30.991523,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2014-Q2","T2-2014",30.498901,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2014-Q1","T1-2014",30.565922,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2014-Q4","T4-2014",31.072284,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2014-Q3","T3-2014",31.830617,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2015","2015",30.44709,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2015-Q1","T1-2015",29.515661,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2015-Q2","T2-2015",29.452934,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2015-Q4","T4-2015",31.666222,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2015-Q3","T3-2015",31.157606,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2016","2016",30.230191,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2016-Q2","T2-2016",30.014843,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2016-Q1","T1-2016",29.141983,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2016-Q4","T4-2016",31.437499,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2016-Q3","T3-2016",30.327506,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2017","2017",29.972435,,
"IT","Italia","ACT_R","tasso di attività ","1","maschi","Y15-24","15-24 anni","TOTAL","totale","2017-Q1","T1-2017",29.43799,,
